Employee ID,Basic Salary
424,5180
425,24953
426,-4432
427,30062
428,3747
429,353
430,24938
431,-268
432,23932
433,20392
434,13185
435,38474
436,8842
437,25851
438,8207
439,15569
440,38178
441,37239
442,15847
443,24531
444,-6678
445,5975
446,34792
447,33268
448,34868
449,38131
450,-990
451,14784
452,26967
453,5564
454,15467
455,-4232
456,19119
457,8700
458,-9108
459,32401
460,27077
461,35753
462,27419
463,25322
464,-3080
465,-7904
466,4815
467,10662
468,-5415
469,25704
470,25491
471,1931
472,36402
473,25940
474,31908
475,4030
476,29556
477,72
478,-8324
479,26146
480,31970
481,35551
482,5633
483,32386
484,10617
485,20135
486,27967
487,7370
488,-7152
489,-2422
490,37895
491,29133
492,19082
493,3317
494,22625
495,1334
496,37521
497,-267
498,-8465
499,3788
500,-6728
501,15674
502,-2776
503,9966
504,21807
505,21383
506,-1185
507,5288
508,708
509,10180
510,-1697
511,5593
512,-9423
513,36749
514,32996
515,31965
516,36083
517,22235
518,-553
519,20118
520,-2155
521,2461
522,4188
523,24517
524,20222
525,4020
526,6101
527,37666
528,14195
529,15110
530,34474
531,31920
532,13182
533,3560
534,34525
535,769
536,27502
537,20670
538,9209
539,31407
540,27964
541,10905
542,27696
543,-2455
544,36521
545,32588
546,237
547,-1836
548,10210
549,-9163
550,8931
551,31580
552,8468
553,8167
554,4970
555,-6542
556,38672
557,16483
558,6034
559,17421
560,31865
561,34949
562,-7027
563,21879
564,-1390
565,5486
566,21572
567,16743
568,-8963
569,38668
570,34290
571,32141
572,14378
573,32483
574,15641
575,8039
576,-8949
577,-748
578,33368
579,-8632
580,33589
581,37781
582,25615
583,39347
584,4748
585,10235
586,25048
587,-8337
588,3142
589,32836
590,33960
591,26098
592,21801
593,3324
594,26739
595,33537
596,-4231
597,37831
598,20769
599,2922
600,-8569
601,18986
602,15721
603,9273
604,23153
605,21629
606,21022
607,28531
608,37330
609,15032
610,25146
611,9905
612,31276
613,34144
614,7628
615,35574
616,31435
617,29455
618,7506
619,14544
620,948
621,19925
622,34834
623,37649
624,26374
625,3422
626,-5600
627,18358
628,3277
629,28813
630,15377
631,3406
632,11702
633,17201
634,26207
635,13926
636,23836
637,36191
638,32141
639,38170
640,34702
641,11471
642,-9198
643,7136
644,-8805
645,-4940
646,-6285
647,-4053
648,29542
649,27556
650,16381
651,39800
652,32199
653,3843
654,20208
655,8346
656,20377
657,21632
658,14172
659,13722
660,19287
661,-509
662,-5268
663,-2220
664,-4306
665,31040
666,12003
667,6312
668,31910
669,17218
670,-9667
671,37551
672,1582
673,2732
674,38981
675,5436
676,37673
677,25394
678,20658
679,-10000
680,13268
681,4821
682,30477
683,-4560
684,13660
685,-1379
686,-834
687,23236
688,-9897
689,23707
690,35694
691,28976
692,34596
693,-9750
694,9525
695,25487
696,5402
697,1858
698,-9481
699,-8005
700,4434
701,-6279
702,15451
703,32832
704,-5766
705,2412
706,20433
707,18103
708,35328
709,21647
710,36610
711,6494
712,5345
713,27285
714,29765
715,11884
716,25459
717,26825
718,33700
719,11573
720,-5887
721,13439
722,16031
723,11482
724,16012
725,33637
726,7272
727,38199
728,-7943
729,-3042
730,36628
731,7263
732,24153
733,16146
734,34318
735,1684
736,-3810
737,33881
738,-4305
739,-6272
740,37327
741,16869
742,39312
743,18688
744,8540
745,5161
746,6477
747,18086
748,3320
749,-8836
750,29309
751,23981
752,17884
753,59
754,26524
755,-2619
756,2294
757,34630
758,-2887
759,16727
760,-8810
761,18805
762,32191
763,31687
764,34228
765,26787
766,33417
767,714
768,7740
769,35326
770,27718
771,-968
772,22715
773,-3724
774,15993
775,-6211
776,3016
777,33886
778,3380
779,-5654
780,25001
781,4122
782,36691
783,-6296
784,33468
785,12437
786,3371
787,-487
788,18573
789,28275
790,36270
791,30298
792,39812
793,14505
794,17576
795,31763
796,21358
797,28812
798,-2236
799,20201
800,39148
801,35134
802,34154
803,-7080
804,23847
805,29790
806,32894
807,4643
808,33892
809,12693
810,-5018
811,32387
812,3582
813,8057
814,-5383
815,33178
816,-7623
817,12455
818,27569
819,6824
820,-9618
821,34899
822,38387
823,4622
824,8432
825,19562
826,-8278
827,8840
828,21193
829,38877
830,-5626
831,-203
832,37475
833,22162
834,28209
835,-9180
836,25497
837,23845
838,-9033
839,2050
840,27155
841,3419
842,39681
843,35467
844,-4023
845,19847
846,-1182
847,38726
848,2044
849,25259
850,-3652
851,3416
852,4028
853,14614
854,22185
855,6508
856,32111
857,24005
858,30159
859,17119
860,38037
861,-873
862,19257
863,265
864,2992
865,20597
866,25226
867,27866
868,37931
869,36776
870,18937
871,17268
872,20213
873,31074
874,13458
875,19564
876,8640
877,678
878,-6
879,17571
880,-2986
881,-1821
882,25586
883,32818
884,2455
885,18937
886,11393
887,16783
888,1588
889,14121
890,28669
891,-538
892,13788
893,11120
894,35757
895,34104
896,12643
897,28566
898,37134
899,12738
900,38262
901,6788
902,-9814
903,2472
904,18628
905,22371
906,13828
907,1040
908,15031
909,-6453
910,18542
911,6431
912,773
913,-871
914,3107
915,4374
916,17503
917,27413
918,-9356
919,6393
920,-5666
921,6222
922,15362
923,33970
924,9896
925,544
926,-8055
927,14292
928,24893
929,-5582
930,29148
931,37988
932,31435
933,10955
934,4292
935,24248
936,31057
937,-6278
938,2696
939,21837
940,1832
941,19611
942,35136
943,10974
944,7625
945,1164
946,-7286
947,12437
948,28007
949,-7785
950,19027
951,-3584
952,1442
953,39461
954,1527
955,25948
956,11242
957,-7050
958,22928
959,24051
960,30611
961,1855
962,3866
963,5710
964,24829
965,-3244
966,4956
967,6133
968,37139
969,3920
970,21822
971,27827
972,-9419
973,20545
974,18069
975,25495
976,18825
977,17809
978,-1748
979,39173
980,-8911
981,11487
982,22303
983,25531
984,7445
985,-4875
986,30306
987,26807
988,39773
989,7082
990,-9900
991,4884
992,22590
993,27787
994,9
995,18049
996,38110
997,29868
998,-6461
999,-9755
1000,26098
1001,-7547
1002,-8050
1003,4254
1004,19483
1005,11890
1006,14122
1007,-846
1008,-232
1009,-1510
1010,5678
1011,1915
1012,5737
1013,5252
1014,12439
1015,9050
1016,949
1017,32486
1018,9960
1019,7160
1020,-9994
1021,-6593
1022,-9801
1023,-47
1024,29524
1025,7855
1026,34079
1027,35488
1028,34444
1029,15033
1030,-9952
1031,9522
1032,22088
1033,-9582
1034,-7423
1035,14461
1036,37141
1037,14151
1038,37451
1039,23216
1040,19319
1041,-3402
1042,19734
1043,30774
1044,30739
1045,13428
1046,-2736
1047,-4588
1048,-4747
1049,16608
1050,26896
1051,2723
1052,1155
1053,18588
1054,27349
1055,18810
1056,-4108
1057,33985
1058,28368
1059,-9460
1060,-7137
1061,29754
1062,24551
1063,22001
1064,6998
1065,33673
1066,34329
1067,-1391
1068,4450
1069,31835
1070,23989
1071,-5620
1072,-4891
1073,24954
1074,20991
1075,33586
1076,20488
1077,37958
1078,33063
1079,34523
1080,-1208
1081,-8713
1082,11731
1083,16583
1084,20709
1085,37883
1086,5541
1087,33434
1088,-4826
1089,1613
1090,20986
1091,-8590
1092,21702
1093,28293
1094,16236
1095,16115
1096,6844
1097,13714
1098,-6445
1099,21587
1100,39061
1101,25710
1102,21095
1103,23196
1104,38436
1105,34032
1106,18217
1107,9060
1108,39534
1109,36126
1110,19569
1111,11005
1112,22697
1113,27265
1114,24528
1115,33713
1116,2123
1117,26076
1118,28744
1119,20576
1120,38821
1121,1985
1122,-7555
1123,21369
1124,16116
1125,1910
1126,31933
1127,18785
1128,17744
1129,11384
1130,-4301
1131,-2330
1132,27309
1133,27460
1134,830
1135,-3642
1136,37239
1137,-1402
1138,17061
1139,29982
1140,594
1141,13959
1142,33212
1143,36557
1144,12210
1145,35649
1146,29975
1147,19744
1148,-6604
1149,-8480
1150,-6379
1151,2314
1152,-8875
1153,6592
1154,38338
1155,35623
1156,18869
1157,13242
1158,19237
1159,754
1160,10164
1161,29646
1162,-9019
1163,9305
1164,-7669
1165,36357
1166,26757
1167,5790
1168,39668
1169,25253
1170,5614
1171,6304
1172,34326
1173,9290
1174,25212
1175,27582
1176,-993
1177,9132
1178,33731
1179,5988
1180,26093
1181,2018
1182,20888
1183,33636
1184,-4838
1185,-2171
1186,1728
1187,25537
1188,17941
1189,12598
1190,3684
1191,15551
1192,14864
1193,4046
1194,-5824
1195,39600
1196,18787
1197,10112
1198,14910
1199,-7747
1200,26178
1201,18079
1202,37958
1203,9149
1204,16796
1205,28155
1206,-6008
1207,-2305
1208,16089
1209,27554
1210,24924
1211,-4639
1212,-541
1213,684
1214,25751
1215,12036
1216,19278
1217,38627
1218,14836
1219,-1151
1220,12500
1221,35086
1222,-1250
1223,3144
1224,-2381
1225,-2082
1226,27431
1227,11793
1228,34616
1229,-4055
1230,39613
1231,-2373
1232,22768
1233,39892
1234,29617
1235,5177
1236,-7234
1237,13687
1238,-632
1239,7685
1240,-1764
1241,24574
1242,-32
1243,2407
1244,-1724
1245,-6386
1246,-2790
1247,-4598
1248,888
1249,11706
1250,23248
1251,9091
1252,23389
1253,27504
1254,28888
1255,26282
1256,597
1257,28496
1258,3353
1259,6178
1260,17794
1261,36428
1262,3137
1263,16722
1264,15436
1265,-711
1266,-5325
1267,5490
1268,26693
1269,24589
1270,21145
1271,6819
1272,12698
1273,25920
1274,18192
1275,11141
1276,-1922
1277,6121
1278,23342
1279,31180
1280,25027
1281,24825
1282,-6365
1283,22346
1284,37102
1285,13776
1286,5145
1287,-4498
1288,34566
1289,-4640
1290,4024
1291,30353
1292,9489
1293,2844
1294,25634
1295,26003
1296,-2485
1297,21179
1298,33029
1299,-5422
1300,17101
1301,35388
1302,30535
1303,-9973
1304,-1456
1305,7210
1306,-8814
1307,17261
1308,31620
1309,4214
1310,20843
1311,25662
1312,20843
1313,6089
1314,31661
1315,-5434
1316,8938
1317,15636
1318,35865
1319,-9253
1320,8593
1321,31444
1322,24353
1323,14366
1324,30901
1325,21553
1326,19358
1327,11133
1328,14012
1329,18054
1330,-5568
1331,3291
1332,24769
1333,27610
1334,31578
1335,17667
1336,12830
1337,38442
1338,-1525
1339,37499
1340,-7436
1341,4740
1342,1102
1343,-8588
1344,24260
1345,13423
1346,18376
1347,10109
1348,20487
1349,15909
1350,12299
1351,33491
1352,15457
1353,3212
1354,36214
1355,28683
1356,13191
1357,17937
1358,12675
1359,-2130
1360,33141
1361,-6720
1362,8981
1363,15154
1364,-9933
1365,21176
1366,28565
1367,34819
1368,-6191
1369,26117
1370,35189
1371,25795
1372,3559
1373,12084
1374,8481
1375,20015
1376,12135
1377,457
1378,32685
1379,-4261
1380,35540
1381,-8634
1382,-1474
1383,25080
1384,18707
1385,28039
1386,7825
1387,-3125
1388,36070
1389,4458
1390,19846
1391,32457
1392,26965
1393,12171
1394,-9028
1395,27373
1396,10368
1397,36734
1398,4849
1399,14994
1400,21199
1401,6201
1402,22882
1403,7163
1404,26926
1405,20495
1406,-4236
1407,16993
1408,23223
1409,3989
1410,5063
1411,4171
1412,-8361
1413,25272
1414,37001
1415,29627
1416,5715
1417,4145
1418,16380
1419,17094
1420,-3379
1421,10394
1422,37384
1423,15734
1424,14085
1425,15302
1426,17834
1427,32996
1428,8586
1429,17600
1430,20749
1431,9488
1432,17766
1433,10033
1434,34580
1435,24333
1436,8742
1437,1096
1438,38450
1439,2548
1440,2981
1441,24054
1442,37660
1443,12177
1444,12754
1445,6843
1446,-8403
1447,27906
1448,8319
1449,1197
1450,13763
1451,20696
1452,-6594
1453,4993
1454,-579
1455,-5525
1456,32076
1457,-622
1458,19217
1459,701
1460,-6878
1461,37271
1462,-1568
1463,37953
1464,29593
1465,22502
1466,34906
1467,22431
1468,-6071
1469,5330
1470,12623
1471,-9542
1472,-2308
1473,1795
1474,17624
1475,33615
1476,3304
1477,18792
1478,24222
1479,-5576
1480,22077
1481,24219
1482,-5550
1483,25858
1484,38370
1485,24607
1486,-6504
1487,-6607
1488,6510
1489,3837
1490,35890
1491,3486
1492,7683
1493,-1774
1494,-138
1495,1655
1496,31265
1497,-5228
1498,8612
1499,28116
1500,36339
1501,33863
1502,-357
1503,25864
1504,24720
1505,-1094
1506,34863
1507,25833
1508,31197
1509,27964
1510,33324
1511,24881
1512,3689
1513,517
1514,4482
1515,-9889
1516,32243
1517,1149
1518,10655
1519,9682
1520,32818
1521,1518
1522,-2898
1523,15774
1524,33269
1525,26193
1526,34557
1527,1124
1528,13891
1529,-2697
1530,13543
1531,-1663
1532,28918
1533,-6293
1534,36639
1535,28968
1536,15836
1537,-5366
1538,14914
1539,12327
1540,-8163
1541,14516
1542,-4984
1543,3262
1544,35156
1545,12530
1546,7740
1547,5883
1548,5077
1549,-7242
1550,19889
1551,-596
1552,10863
1553,9839
1554,16633
1555,13710
1556,375
1557,-1196
1558,-5983
1559,26219
1560,4136
1561,520
1562,-2927
1563,-4754
1564,29252
1565,25841
1566,18855
1567,1077
1568,33334
1569,2555
1570,7026
1571,37323
1572,26833
1573,38828
1574,14783
1575,15218
1576,37140
1577,18684
1578,17544
1579,34319
1580,33599
1581,12377
1582,35484
1583,22378
1584,12144
1585,23602
1586,22088
1587,-2632
1588,39252
1589,13243
1590,11783
1591,-7825
1592,39970
1593,18286
1594,38954
1595,16131
1596,24270
1597,-4012
1598,34974
1599,22285
1600,3536
1601,17550
1602,5757
1603,6946
1604,6018
1605,16107
1606,1878
1607,719
1608,-9780
1609,22296
1610,-12
1611,32441
1612,2334
1613,34762
1614,37502
1615,3328
1616,33800
1617,16405
1618,26961
1619,18281
1620,-4851
1621,37157
1622,21680
1623,23559
1624,35484
1625,6467
1626,15963
1627,10201
1628,9345
1629,30660
1630,8649
1631,22805
1632,15192
1633,24833
1634,21393
1635,-2647
1636,11706
1637,33517
1638,28713
1639,8940
1640,22549
1641,1733
1642,13555
1643,25292
1644,30484
1645,13405
1646,9774
1647,6026
1648,38803
1649,2998
1650,8203
1651,15161
1652,-1615
1653,35014
1654,18633
1655,9253
1656,4961
1657,11163
1658,9045
1659,14494
1660,-7643
1661,36613
1662,20058
1663,-9634
1664,11078
1665,8977
1666,30851
1667,1608
1668,28651
1669,-7796
1670,22090
1671,33077
1672,17058
1673,14444
1674,35866
1675,5123
1676,16278
1677,20187
1678,13682
1679,35225
1680,591
1681,10927
1682,-2287
1683,36862
1684,-4710
1685,36949
1686,30227
1687,-233
1688,3537
1689,12344
1690,-1659
1691,2793
1692,5139
1693,30275
1694,13455
1695,-2389
1696,33015
1697,19706
1698,33894
1699,12259
1700,19658
1701,-6834
1702,140
1703,26863
1704,12637
1705,12120
1706,29225
1707,16108
1708,-3286
1709,28134
1710,36145
1711,-3505
1712,-7118
1713,7600
1714,9560
1715,-2928
1716,-5888
1717,-250
1718,19241
1719,15526
1720,-6145
1721,32617
1722,-8201
1723,-5903
1724,37115
1725,-9806
1726,18901
1727,11797
1728,13469
1729,39461
1730,-7082
1731,5519
1732,36242
1733,18437
1734,21792
1735,13964
1736,27659
1737,-6247
1738,10305
1739,3880
1740,-7848
1741,19602
1742,18969
1743,186
1744,13426
1745,13579
1746,7939
1747,11986
1748,13982
1749,35698
1750,15818
1751,-5822
1752,-3421
1753,22008
1754,37746
1755,-3363
1756,-1415
1757,3736
1758,-3752
1759,32896
1760,7113
1761,-9196
1762,22456
1763,1757
1764,-5213
1765,25203
1766,10401
1767,3631
1768,1597
1769,19972
1770,6321
1771,-7873
1772,-8929
1773,10410
1774,31493
1775,25896
1776,15756
1777,172
1778,37207
1779,7894
1780,14674
1781,-8655
1782,24672
1783,10547
1784,-5093
1785,38134
1786,23113
1787,-7833
1788,-269
1789,25980
1790,3907
1791,2513
1792,23487
1793,8098
1794,-5835
1795,14551
1796,21395
1797,1081
1798,-6477
1799,16161
1800,-1602
1801,30767
1802,6617
1803,32693
1804,21613
1805,8697
1806,23046
1807,-6214
1808,-7886
1809,26359
1810,313
1811,-3394
1812,2237
1813,19107
1814,24575
1815,37721
1816,-3419
1817,37719
1818,12357
1819,23561
1820,7890
1821,26382
1822,-5775
1823,35653
1824,22038
1825,29598
1826,-7398
1827,23575
1828,8176
1829,38241
1830,21586
1831,-5750
1832,5459
1833,-2141
1834,-8672
1835,16795
1836,-5761
1837,-6214
1838,18126
1839,20567
1840,-1831
1841,27936
1842,-5578
1843,4587
1844,25710
1845,32191
1846,37500
1847,37413
1848,11701
1849,7985
1850,29891
1851,20925
1852,8650
1853,-3666
1854,-9866
1855,27954
1856,31824
1857,12123
1858,15719
1859,2849
1860,20683
1861,14624
1862,8703
1863,-2484
1864,-8762
1865,33335
1866,32925
1867,38093
1868,28791
1869,3355
1870,21040
1871,27505
1872,39483
1873,1566
1874,11040
1875,-404
1876,5037
1877,13118
1878,-8879
1879,3437
1880,-2349
1881,-3708
1882,24925
1883,34043
1884,4838
1885,2596
1886,24948
1887,34903
1888,-9772
1889,1097
1890,26554
1891,14043
1892,18077
1893,38038
1894,2465
1895,-137
1896,34148
1897,12607
1898,29931
1899,36496
1900,20367
1901,20389
1902,34557
1903,523
1904,7108
1905,19102
1906,-5880
1907,27164
1908,8840
1909,28131
1910,6157
1911,14426
1912,-1162
1913,-4497
1914,29584
1915,25357
1916,2617
1917,31808
1918,39038
1919,34820
1920,36506
1921,31214
1922,7909
1923,6235
1924,-973
1925,-5224
1926,20346
1927,36862
1928,945
1929,7498
1930,7113
1931,-497
1932,1342
1933,36743
1934,-4251
1935,20958
1936,27413
1937,6255
1938,29710
1939,-3028
1940,25677
1941,12697
1942,15098
1943,24153
1944,27178
1945,38696
1946,-4553
1947,10385
1948,28810
1949,32694
1950,2773
1951,3089
1952,11126
1953,27638
1954,39963
1955,13743
1956,17125
1957,351
1958,38603
1959,-5227
1960,6820
1961,124
1962,-8899
1963,-6857
1964,16585
1965,5862
1966,16945
1967,35392
1968,34950
1969,34887
1970,-8775
1971,1968
1972,16256
1973,-655
1974,-214
1975,33861
1976,6236
1977,34098
1978,9319
1979,18327
1980,37086
1981,11860
1982,17771
1983,39704
1984,1257
1985,2358
1986,31879
1987,-2796
1988,13007
1989,31403
1990,23844
1991,10066
1992,35089
1993,-4883
1994,28454
1995,-2297
1996,40
1997,9646
1998,22050
1999,32660
2000,20475
